Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost
Australia and Oceania,Vanuatu,Office Supplies,Offline,L,8/8/10,932911193,8/13/10,8008,651.21,524.96
Sub-Saharan Africa,Benin,Fruits,Online,H,6/5/16,102393281,6/16/16,9302,9.33,6.92
Europe,Ireland,Cosmetics,Offline,H,3/5/11,760701358,4/3/11,7291,437.2,263.33
Sub-Saharan Africa,Zambia,Baby Food,Offline,L,3/22/11,218821752,4/23/11,3074,255.28,159.42
Europe,Moldova ,Snacks,Offline,H,1/29/15,358053290,3/1/15,4780,152.58,97.44
Australia and Oceania,Vanuatu,Vegetables,Offline,C,9/29/14,880007302,10/1/14,2571,154.06,90.93
Asia,Malaysia,Fruits,Online,L,8/24/14,656607615,8/31/14,3640,9.33,6.92
Australia and Oceania,Tuvalu,Fruits,Online,L,9/14/12,880090558,10/7/12,7209,9.33,6.92
Europe,Slovakia,Beverages,Offline,M,9/8/11,113004958,9/22/11,9533,47.45,31.79
Middle East and North Africa,Israel,Household,Online,M,6/6/15,138212144,6/14/15,8900,668.27,502.54
Asia,Philippines,Cereal,Online,H,6/21/17,108885943,7/13/17,625,205.7,117.11
Asia,Turkmenistan,Vegetables,Offline,L,5/31/12,598512685,7/5/12,2059,154.06,90.93
Central America and the Caribbean,Cuba,Snacks,Online,M,11/13/14,450891196,11/26/14,7580,152.58,97.44
Central America and the Caribbean,Nicaragua,Household,Offline,L,3/14/10,830132806,4/22/10,3599,668.27,502.54
Sub-Saharan Africa,Seychelles ,Beverages,Online,L,5/12/11,270661342,6/12/11,3561,47.45,31.79
Sub-Saharan Africa,Equatorial Guinea,Household,Online,C,3/19/17,527213132,4/11/17,2936,668.27,502.54
Asia,Taiwan,Snacks,Online,H,5/1/16,724837005,6/5/16,4232,152.58,97.44
Sub-Saharan Africa,Ethiopia,Vegetables,Offline,M,6/29/13,508894288,6/29/13,1983,154.06,90.93
Sub-Saharan Africa,Guinea,Beverages,Offline,L,10/3/10,495058810,11/15/10,7758,47.45,31.79
Middle East and North Africa,Morocco,Fruits,Offline,M,4/1/11,919316899,5/18/11,5155,9.33,6.92
Europe,Spain,Cosmetics,Offline,C,5/16/15,287967383,6/22/15,4803,437.2,263.33
Australia and Oceania,Kiribati,Baby Food,Online,H,1/8/17,327621591,1/8/17,9364,255.28,159.42
Middle East and North Africa,Qatar,Vegetables,Online,L,12/12/14,135203349,12/25/14,8530,154.06,90.93
Australia and Oceania,Papua New Guinea,Meat,Online,H,7/11/16,227948987,7/24/16,4026,421.89,364.69
Asia,Uzbekistan,Baby Food,Offline,M,4/13/11,293407332,5/12/11,4605,255.28,159.42
Central America and the Caribbean,Guatemala,Snacks,Online,M,7/5/12,539439713,8/23/12,1054,152.58,97.44
Central America and the Caribbean,Saint Lucia,Vegetables,Offline,L,8/24/15,344219958,8/26/15,1190,154.06,90.93
Europe,Lithuania,Meat,Online,H,3/10/17,506234395,4/11/17,4862,421.89,364.69
Europe,Monaco,Meat,Online,C,12/1/10,994281852,12/17/10,8950,421.89,364.69
Middle East and North Africa,Bahrain,Cereal,Offline,L,5/21/14,497473657,5/21/14,2365,205.7,117.11
Europe,Malta,Cosmetics,Offline,M,2/24/12,475233638,3/11/12,1049,437.2,263.33
Australia and Oceania,Kiribati,Personal Care,Offline,M,7/13/12,207298123,7/21/12,2976,81.73,56.67
Sub-Saharan Africa,Madagascar,Baby Food,Online,M,7/28/13,843715941,8/6/13,3151,255.28,159.42
Asia,Cambodia,Beverages,Online,L,5/17/14,454848420,6/2/14,8610,47.45,31.79
Australia and Oceania,Samoa ,Cosmetics,Online,H,4/25/11,781369388,5/9/11,3420,437.2,263.33
Australia and Oceania,New Zealand,Snacks,Online,H,12/25/16,484265172,12/25/16,3681,152.58,97.44
Central America and the Caribbean,Panama,Household,Offline,C,12/18/10,994834601,12/31/10,2521,668.27,502.54
Central America and the Caribbean,Barbados,Household,Offline,M,10/4/11,664689004,10/5/11,5102,668.27,502.54
Sub-Saharan Africa,Chad,Vegetables,Online,H,6/7/12,615752208,6/9/12,3617,154.06,90.93
Sub-Saharan Africa,Swaziland,Personal Care,Online,H,9/12/14,690260541,9/30/14,2288,81.73,56.67
Europe,Georgia,Household,Online,H,7/12/17,800762832,8/19/17,2371,668.27,502.54
Middle East and North Africa,Pakistan,Meat,Offline,M,5/28/13,480120408,6/12/13,7153,421.89,364.69
Asia,Brunei,Baby Food,Online,C,10/19/14,231507098,11/28/14,6950,255.28,159.42
Asia,Tajikistan,Baby Food,Offline,L,7/12/12,178409230,7/30/12,4111,255.28,159.42
Europe,Georgia,Vegetables,Online,L,5/29/17,514625632,7/9/17,8016,154.06,90.93
Europe,Kosovo,Personal Care,Offline,C,1/12/11,154267632,1/27/11,75,81.73,56.67
Europe,Bulgaria,Office Supplies,Online,C,2/15/10,781759059,3/22/10,8733,651.21,524.96
Asia,Malaysia,Vegetables,Online,L,5/5/17,101836240,5/12/17,4461,154.06,90.93
Asia,North Korea,Snacks,Offline,M,6/20/17,389548003,7/19/17,4766,152.58,97.44
Europe,San Marino,Cosmetics,Offline,L,7/1/11,840255677,7/9/11,9182,437.2,263.33
Asia,Bangladesh,Clothes,Online,C,11/5/12,719633090,12/19/12,4278,109.28,35.84
Middle East and North Africa,Afghanistan,Clothes,Online,H,4/14/13,713666570,5/29/13,8652,109.28,35.84
Sub-Saharan Africa,Nigeria,Vegetables,Offline,C,12/30/16,678654944,1/9/17,7934,154.06,90.93
Sub-Saharan Africa,Swaziland,Meat,Offline,H,2/4/14,991209542,2/7/14,9785,421.89,364.69
Europe,Slovenia,Fruits,Offline,C,9/8/14,298254191,10/3/14,8898,9.33,6.92
Sub-Saharan Africa,Ethiopia,Meat,Online,C,10/16/14,467025220,11/22/14,1996,421.89,364.69
Asia,Uzbekistan,Cosmetics,Offline,C,4/15/15,735071456,5/29/15,2834,437.2,263.33
Asia,India,Clothes,Online,C,7/18/10,860254228,7/26/10,7198,109.28,35.84
Middle East and North Africa,Jordan,Cosmetics,Offline,H,12/5/14,670747363,1/10/15,7905,437.2,263.33
Europe,Armenia,Snacks,Online,M,7/29/13,515037190,9/11/13,9805,152.58,97.44
Europe,Finland,Office Supplies,Offline,C,8/17/11,811922538,9/21/11,4777,651.21,524.96
Europe,Bulgaria,Cosmetics,Online,L,4/11/15,700514733,5/11/15,6731,437.2,263.33
Europe,Sweden,Personal Care,Offline,L,11/11/12,290237605,12/17/12,6612,81.73,56.67
Middle East and North Africa,Azerbaijan,Beverages,Offline,M,7/3/16,210827481,7/23/16,7392,47.45,31.79
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,C,11/16/12,262333190,12/30/12,9075,154.06,90.93
Asia,Turkmenistan,Baby Food,Online,M,6/9/12,765116059,7/7/12,3699,255.28,159.42
Sub-Saharan Africa,Nigeria,Beverages,Online,M,5/11/15,309849917,6/11/15,331,47.45,31.79
Sub-Saharan Africa,Guinea-Bissau,Baby Food,Offline,C,4/18/15,707521092,5/15/15,69,255.28,159.42
Asia,Sri Lanka,Fruits,Offline,M,10/3/10,239428412,10/31/10,1043,9.33,6.92
Sub-Saharan Africa,Togo,Vegetables,Offline,M,6/18/16,407183206,6/25/16,3414,154.06,90.93
Central America and the Caribbean,Grenada,Cosmetics,Online,H,2/15/14,982709300,3/17/14,4375,437.2,263.33
North America,United States of America,Fruits,Online,H,10/21/16,458243024,11/10/16,3149,9.33,6.92
Europe,Serbia,Fruits,Offline,H,2/17/12,996333205,4/1/12,5991,9.33,6.92
Asia,India,Personal Care,Online,M,7/2/11,779841172,7/30/11,1188,81.73,56.67
Middle East and North Africa,Jordan,Clothes,Online,M,1/13/16,761940753,2/22/16,4056,109.28,35.84
Sub-Saharan Africa,Sudan,Baby Food,Offline,H,10/4/12,616118276,10/12/12,1944,255.28,159.42
Europe,Latvia,Household,Offline,C,4/13/16,986172568,4/13/16,9233,668.27,502.54
Sub-Saharan Africa,Zimbabwe,Snacks,Offline,L,12/24/11,336214959,2/10/12,2333,152.58,97.44
Asia,China,Clothes,Offline,C,10/16/12,800669276,11/4/12,4686,109.28,35.84
Middle East and North Africa,Iraq,Vegetables,Online,L,1/6/10,534271848,2/24/10,1767,154.06,90.93
Middle East and North Africa,Syria,Personal Care,Offline,M,12/9/14,462071502,12/14/14,6080,81.73,56.67
Australia and Oceania,Samoa ,Vegetables,Online,H,3/12/17,229429566,4/4/17,2162,154.06,90.93
Europe,Spain,Office Supplies,Offline,L,4/10/11,452019870,5/6/11,1579,651.21,524.96
Sub-Saharan Africa,Rwanda,Meat,Online,C,6/10/15,465828740,7/29/15,7931,421.89,364.69
Europe,Netherlands,Vegetables,Online,C,12/15/14,577155005,12/30/14,1847,154.06,90.93
Central America and the Caribbean,Grenada,Vegetables,Online,L,4/16/11,712609994,4/29/11,5988,154.06,90.93
Asia,China,Cereal,Online,C,10/4/10,869117534,10/22/10,47,205.7,117.11
Europe,Belarus,Snacks,Online,H,3/4/13,663913953,3/21/13,5747,152.58,97.44
Europe,Liechtenstein,Cereal,Online,C,8/17/15,684548079,9/26/15,1844,205.7,117.11
Middle East and North Africa,Oman,Baby Food,Offline,L,4/9/16,238881242,5/4/16,9123,255.28,159.42
Asia,Bhutan,Clothes,Offline,L,7/17/10,505087268,7/18/10,5402,109.28,35.84
Australia and Oceania,East Timor,Office Supplies,Online,C,1/29/10,481652486,2/10/10,529,651.21,524.96
Europe,Ukraine,Cereal,Online,M,3/28/16,137375724,5/3/16,1384,205.7,117.11
Middle East and North Africa,Oman,Personal Care,Online,C,4/14/16,861368310,5/1/16,6879,81.73,56.67
Sub-Saharan Africa,Sao Tome and Principe,Snacks,Offline,L,6/26/17,513054072,8/2/17,2956,152.58,97.44
Asia,Vietnam,Personal Care,Offline,L,1/9/13,172169339,2/19/13,7588,81.73,56.67
Middle East and North Africa,Kuwait,Meat,Offline,M,1/31/16,988762938,2/11/16,5781,421.89,364.69
Asia,Bhutan,Fruits,Online,L,8/15/10,133196198,9/30/10,4570,9.33,6.92
Australia and Oceania,Papua New Guinea,Office Supplies,Online,H,9/25/15,246142947,10/25/15,8023,651.21,524.96
Europe,Germany,Office Supplies,Online,H,9/20/13,888589513,9/30/13,2238,651.21,524.96
Sub-Saharan Africa,Sao Tome and Principe,Household,Offline,L,6/14/14,791834723,7/8/14,346,668.27,502.54
Asia,Bangladesh,Vegetables,Offline,M,9/18/13,107489907,10/9/13,7507,154.06,90.93
Sub-Saharan Africa,Ghana,Snacks,Offline,H,2/25/12,857478892,4/4/12,5914,152.58,97.44
Australia and Oceania,Solomon Islands,Fruits,Online,M,6/18/11,184038007,7/17/11,9791,9.33,6.92
Sub-Saharan Africa,Sudan,Household,Online,L,8/20/10,699716079,9/21/10,392,668.27,502.54
Central America and the Caribbean,El Salvador,Baby Food,Online,C,4/14/17,137374436,6/2/17,1003,255.28,159.42
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,L,8/6/13,800186908,8/28/13,1943,9.33,6.92
Europe,Lithuania,Fruits,Online,C,2/9/13,111639821,2/14/13,5559,9.33,6.92
Sub-Saharan Africa,Central African Republic,Clothes,Online,H,6/28/11,965532004,8/9/11,1231,109.28,35.84
Middle East and North Africa,Libya,Vegetables,Online,L,1/17/13,475974786,2/24/13,371,154.06,90.93
Asia,Bangladesh,Snacks,Offline,C,10/17/11,327391993,11/23/11,1421,152.58,97.44
Asia,North Korea,Personal Care,Online,H,5/19/10,924519956,7/5/10,4855,81.73,56.67
Sub-Saharan Africa,Comoros,Cosmetics,Offline,H,4/24/16,942407500,5/7/16,8177,437.2,263.33
Middle East and North Africa,Saudi Arabia,Clothes,Online,C,6/9/15,476415956,7/25/15,923,109.28,35.84
Middle East and North Africa,United Arab Emirates,Beverages,Online,L,8/7/13,592219150,9/17/13,9662,47.45,31.79
Europe,Croatia,Personal Care,Offline,H,2/20/10,175803411,3/2/10,2991,81.73,56.67
Europe,Cyprus,Cosmetics,Online,L,10/26/16,883467566,10/28/16,6540,437.2,263.33
Asia,Myanmar,Office Supplies,Offline,L,3/4/16,391822946,4/3/16,7972,651.21,524.96
Sub-Saharan Africa,Mauritius ,Personal Care,Offline,C,9/25/10,947793376,11/7/10,1977,81.73,56.67
Central America and the Caribbean,Guatemala,Office Supplies,Online,M,9/4/11,818615186,9/9/11,5280,651.21,524.96
Australia and Oceania,Fiji,Snacks,Online,H,4/18/12,141837203,5/7/12,1635,152.58,97.44
Middle East and North Africa,Egypt,Meat,Online,C,7/17/14,475320756,9/4/14,6829,421.89,364.69
Asia,Mongolia,Cosmetics,Offline,C,1/22/10,747239673,3/13/10,3679,437.2,263.33
Europe,Denmark,Vegetables,Offline,L,4/11/14,406080281,5/19/14,7034,154.06,90.93
Australia and Oceania,Nauru,Personal Care,Online,C,3/8/17,770641410,3/26/17,8773,81.73,56.67
Sub-Saharan Africa,Swaziland,Fruits,Online,L,5/30/17,980034387,6/9/17,2808,9.33,6.92
Europe,Romania,Snacks,Online,M,11/12/10,243683040,12/2/10,81,152.58,97.44
Sub-Saharan Africa,Togo,Meat,Offline,H,3/27/17,991323697,4/13/17,3566,421.89,364.69
Sub-Saharan Africa,Liberia,Meat,Online,L,8/16/15,323005187,8/26/15,3268,421.89,364.69
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Online,H,6/30/16,359088838,7/22/16,1222,47.45,31.79
Europe,Greece,Snacks,Offline,C,6/10/12,590248477,6/20/12,6496,152.58,97.44
Sub-Saharan Africa,Comoros,Cereal,Online,L,4/7/12,127470433,4/7/12,189,205.7,117.11
Sub-Saharan Africa,Senegal,Snacks,Offline,C,6/25/14,852053534,6/27/14,430,152.58,97.44
Sub-Saharan Africa,Sierra Leone,Personal Care,Offline,C,2/1/11,665609109,3/14/11,7381,81.73,56.67
Middle East and North Africa,Jordan,Vegetables,Offline,C,1/29/14,240060985,2/28/14,8235,154.06,90.93
Middle East and North Africa,Iran,Meat,Online,H,10/22/13,767645490,12/7/13,2214,421.89,364.69
North America,United States of America,Snacks,Online,H,1/16/13,810911452,1/17/13,5574,152.58,97.44
Australia and Oceania,Fiji,Household,Online,L,8/13/15,352720201,9/8/15,6600,668.27,502.54
Europe,France,Personal Care,Offline,C,1/25/15,346245563,3/2/15,611,81.73,56.67
Sub-Saharan Africa,Central African Republic,Clothes,Online,C,7/30/13,464973866,8/8/13,4955,109.28,35.84
Europe,Albania,Personal Care,Offline,H,8/8/10,452703940,8/24/10,4011,81.73,56.67
Middle East and North Africa,United Arab Emirates,Fruits,Offline,C,3/26/14,573547112,4/30/14,4191,9.33,6.92
Middle East and North Africa,Syria,Clothes,Offline,L,9/12/14,261927211,10/18/14,8937,109.28,35.84
Sub-Saharan Africa,Burundi,Cosmetics,Offline,L,11/12/10,372580564,11/13/10,3723,437.2,263.33
Europe,Montenegro,Meat,Offline,C,1/7/14,930555999,1/10/14,1054,421.89,364.69
Middle East and North Africa,United Arab Emirates,Personal Care,Offline,C,10/18/13,681214845,11/12/13,5466,81.73,56.67
Europe,Austria,Cosmetics,Offline,H,4/5/12,240230929,5/13/12,8525,437.2,263.33
North America,United States of America,Baby Food,Offline,C,7/12/12,743590581,8/10/12,3832,255.28,159.42
Europe,Poland,Clothes,Offline,M,1/5/15,697592628,1/27/15,2015,109.28,35.84
Europe,Estonia,Snacks,Offline,L,8/7/13,928848397,8/10/13,5737,152.58,97.44
Sub-Saharan Africa,South Sudan,Baby Food,Online,L,8/13/14,534281718,8/13/14,4688,255.28,159.42
Sub-Saharan Africa,Burundi,Vegetables,Offline,M,4/17/10,931128919,6/6/10,594,154.06,90.93
Sub-Saharan Africa,Cote d'Ivoire,Office Supplies,Online,C,11/14/12,906938827,12/13/12,2208,651.21,524.96
Sub-Saharan Africa,Swaziland,Vegetables,Offline,M,12/6/12,669572770,1/5/13,317,154.06,90.93
Europe,Moldova ,Office Supplies,Offline,C,6/25/13,497204577,7/25/13,2738,651.21,524.96
Europe,Sweden,Meat,Online,C,1/7/11,288320577,1/28/11,9321,421.89,364.69
Sub-Saharan Africa,Angola,Snacks,Offline,M,6/18/14,911719596,7/22/14,6944,152.58,97.44
Europe,Denmark,Fruits,Online,L,1/31/11,156512963,2/11/11,4519,9.33,6.92
Europe,Finland,Household,Online,H,9/21/15,382124507,10/26/15,7988,668.27,502.54
Europe,Luxembourg,Household,Online,C,12/28/13,868290555,12/28/13,5325,668.27,502.54
Central America and the Caribbean,Trinidad and Tobago,Fruits,Offline,L,7/1/11,965059936,8/12/11,1536,9.33,6.92
Asia,Kyrgyzstan,Clothes,Offline,C,12/1/14,542793977,12/5/14,3655,109.28,35.84
Asia,China,Baby Food,Offline,M,1/20/13,442166507,2/12/13,5750,255.28,159.42
Sub-Saharan Africa,Mozambique,Cosmetics,Online,M,12/6/10,224163854,1/23/11,3921,437.2,263.33
Asia,Thailand,Snacks,Online,C,11/3/10,420084846,11/15/10,1296,152.58,97.44
Europe,Slovenia,Cosmetics,Online,C,2/23/16,281540811,3/12/16,3037,437.2,263.33
Sub-Saharan Africa,Sudan,Personal Care,Offline,L,5/4/12,930455577,5/7/12,1337,81.73,56.67
Asia,Turkmenistan,Baby Food,Offline,H,4/10/16,409065473,4/28/16,419,255.28,159.42
Europe,San Marino,Clothes,Offline,M,10/14/11,429919326,10/17/11,1537,109.28,35.84
Asia,Indonesia,Personal Care,Online,L,1/24/14,525878465,2/3/14,7979,81.73,56.67
Europe,Czech Republic,Household,Online,C,11/14/12,300116717,12/16/12,61,668.27,502.54
Sub-Saharan Africa,Gabon,Personal Care,Offline,H,3/1/14,776120412,3/22/14,132,81.73,56.67
Asia,Sri Lanka,Vegetables,Online,C,8/13/13,347688376,9/3/13,7572,154.06,90.93
Asia,Myanmar,Vegetables,Online,L,7/15/15,628931939,8/23/15,3792,154.06,90.93
Sub-Saharan Africa,Gabon,Meat,Online,H,12/8/13,604274928,12/25/13,7234,421.89,364.69
Asia,Myanmar,Cereal,Online,L,6/20/11,678453671,7/4/11,8373,205.7,117.11
Europe,Montenegro,Household,Offline,H,8/18/15,426516997,9/13/15,4713,668.27,502.54
Asia,South Korea,Personal Care,Offline,M,4/11/12,843826234,4/22/12,5789,81.73,56.67
Central America and the Caribbean,Cuba,Fruits,Online,L,10/28/14,296055209,11/14/14,8170,9.33,6.92
North America,Mexico,Household,Offline,C,1/15/15,369190251,1/19/15,454,668.27,502.54
Sub-Saharan Africa,Seychelles ,Cereal,Online,C,2/10/17,919530189,3/5/17,8272,205.7,117.11
Europe,France,Personal Care,Online,H,2/24/11,523686349,3/31/11,9283,81.73,56.67
Middle East and North Africa,Libya,Cereal,Online,H,10/30/14,528582561,12/9/14,8181,205.7,117.11
Europe,Vatican City,Meat,Online,M,8/8/16,101455152,8/9/16,1689,421.89,364.69
Sub-Saharan Africa,Liberia,Clothes,Offline,L,5/9/17,279852950,5/31/17,3562,109.28,35.84
Europe,Iceland,Meat,Online,H,6/11/11,821637284,6/29/11,9586,421.89,364.69
Asia,Japan,Office Supplies,Online,C,3/27/13,654981982,5/8/13,2579,651.21,524.96
Europe,Netherlands,Baby Food,Offline,M,6/13/15,128373372,6/24/15,7388,255.28,159.42
Central America and the Caribbean,Nicaragua,Beverages,Online,M,8/23/15,560610282,9/22/15,5895,47.45,31.79
North America,Greenland,Meat,Online,C,6/12/12,190804040,6/30/12,2010,421.89,364.69
Europe,Serbia,Fruits,Online,L,11/29/16,928378474,12/31/16,6676,9.33,6.92
Sub-Saharan Africa,Central African Republic,Fruits,Offline,H,11/12/10,703069913,12/24/10,2866,9.33,6.92
Sub-Saharan Africa,Lesotho,Snacks,Online,L,4/10/11,214927184,4/15/11,585,152.58,97.44
Middle East and North Africa,Somalia,Baby Food,Offline,C,6/15/13,684311616,7/29/13,1869,255.28,159.42
Australia and Oceania,Nauru,Beverages,Online,L,7/28/17,701897037,8/15/17,5786,47.45,31.79
Sub-Saharan Africa,Chad,Office Supplies,Online,M,4/14/17,278669774,4/15/17,3434,651.21,524.96
Sub-Saharan Africa,Angola,Personal Care,Offline,C,2/8/11,395928657,2/12/11,2943,81.73,56.67
Sub-Saharan Africa,Tanzania,Baby Food,Offline,C,10/2/13,755285012,10/4/13,4474,255.28,159.42
Sub-Saharan Africa,Rwanda,Personal Care,Online,H,7/4/14,228662669,7/12/14,5220,81.73,56.67
Sub-Saharan Africa,Seychelles ,Snacks,Online,M,4/14/11,908297955,6/2/11,4404,152.58,97.44
Sub-Saharan Africa,Botswana,Meat,Online,M,6/7/14,456739699,7/14/14,8282,421.89,364.69
Sub-Saharan Africa,Uganda,Beverages,Online,H,8/19/12,656849229,8/20/12,5138,47.45,31.79
Central America and the Caribbean,Belize,Personal Care,Offline,L,7/30/14,661800372,8/8/14,292,81.73,56.67
Central America and the Caribbean,Costa Rica,Clothes,Online,C,11/14/14,145079457,12/24/14,1090,109.28,35.84
Middle East and North Africa,Morocco,Clothes,Online,M,12/18/12,650485312,12/27/12,1914,109.28,35.84
Sub-Saharan Africa,Botswana,Clothes,Offline,L,12/16/16,642129266,2/4/17,9174,109.28,35.84
North America,Canada,Baby Food,Online,L,1/28/17,454435145,2/27/17,6313,255.28,159.42
Middle East and North Africa,Turkey,Fruits,Offline,H,3/8/12,942139279,4/11/12,8804,9.33,6.92
Sub-Saharan Africa,Central African Republic,Household,Offline,L,7/28/13,330290496,8/27/13,9152,668.27,502.54
Central America and the Caribbean,Haiti,Beverages,Offline,H,11/15/10,964250123,11/19/10,1894,47.45,31.79
Asia,Uzbekistan,Cereal,Online,C,9/20/13,759691989,10/18/13,8596,205.7,117.11
Europe,Bosnia and Herzegovina,Personal Care,Offline,H,2/4/10,852602422,3/14/10,2858,81.73,56.67
North America,Canada,Fruits,Online,H,7/18/15,649280250,7/24/15,5309,9.33,6.92
Asia,Thailand,Personal Care,Online,H,5/21/16,976336801,6/12/16,8611,81.73,56.67
Sub-Saharan Africa,Madagascar,Cereal,Offline,M,5/17/11,930695903,5/27/11,2455,205.7,117.11
Asia,Turkmenistan,Baby Food,Offline,C,6/18/15,129593884,6/27/15,8565,255.28,159.42
Asia,Taiwan,Beverages,Offline,H,8/4/10,960579574,9/20/10,5697,47.45,31.79
Central America and the Caribbean,Jamaica,Beverages,Offline,H,1/25/10,931514298,2/7/10,4636,47.45,31.79
Sub-Saharan Africa,Zimbabwe,Cosmetics,Online,M,11/23/16,320571887,12/29/16,3200,437.2,263.33
Middle East and North Africa,Afghanistan,Clothes,Online,M,6/5/12,826238667,6/12/12,1237,109.28,35.84
Sub-Saharan Africa,Sierra Leone,Snacks,Offline,M,2/26/13,617313468,3/7/13,5628,152.58,97.44
Europe,Sweden,Cereal,Online,L,12/5/13,182907617,1/7/14,5283,205.7,117.11
Sub-Saharan Africa,Tanzania,Household,Online,C,6/7/14,982444941,6/18/14,6145,668.27,502.54
Sub-Saharan Africa,Ethiopia,Cereal,Online,L,6/6/15,495661771,7/16/15,6188,205.7,117.11
Middle East and North Africa,Iraq,Cosmetics,Offline,M,12/15/14,772606933,12/15/14,415,437.2,263.33
Middle East and North Africa,Iraq,Meat,Online,M,2/10/12,783641755,3/22/12,5864,421.89,364.69
Asia,Vietnam,Household,Online,C,11/6/10,469440066,12/22/10,6602,668.27,502.54
Europe,France,Cereal,Online,C,3/9/16,290988194,3/22/16,8728,205.7,117.11
Europe,Romania,Cosmetics,Online,L,4/11/15,779584968,5/10/15,5371,437.2,263.33
Asia,South Korea,Cosmetics,Online,M,6/24/11,286841714,8/7/11,1692,437.2,263.33
Asia,Laos,Meat,Offline,M,1/1/13,834682261,2/16/13,9885,421.89,364.69
Europe,France,Baby Food,Offline,C,12/26/13,465342938,1/31/14,4171,255.28,159.42
Asia,Turkmenistan,Cereal,Offline,M,5/29/13,891372573,5/31/13,5807,205.7,117.11
North America,Greenland,Meat,Offline,C,4/27/11,745632493,4/27/11,8079,421.89,364.69
Asia,Maldives,Fruits,Online,M,8/13/12,531296527,9/2/12,1304,9.33,6.92
Middle East and North Africa,Azerbaijan,Cosmetics,Online,C,9/11/15,371851003,9/26/15,7830,437.2,263.33
Central America and the Caribbean,Cuba,Cereal,Offline,L,3/20/16,461094748,4/18/16,7037,205.7,117.11
Asia,India,Meat,Offline,C,12/5/10,613139092,12/23/10,338,421.89,364.69
Central America and the Caribbean,Costa Rica,Fruits,Offline,C,7/20/16,712407863,8/15/16,6173,9.33,6.92
Middle East and North Africa,Israel,Household,Online,C,1/9/13,263637387,1/19/13,5016,668.27,502.54
Middle East and North Africa,Pakistan,Office Supplies,Offline,L,6/3/15,641876494,6/19/15,4373,651.21,524.96
Australia and Oceania,Kiribati,Personal Care,Offline,M,2/28/17,142486512,3/4/17,3780,81.73,56.67
Australia and Oceania,Palau,Clothes,Offline,C,7/10/16,731141269,7/31/16,9804,109.28,35.84
Sub-Saharan Africa,Niger,Snacks,Online,L,11/3/12,393827092,11/30/12,1043,152.58,97.44
Europe,Romania,Fruits,Offline,H,4/22/10,786842811,5/14/10,3128,9.33,6.92
Sub-Saharan Africa,Botswana,Snacks,Online,H,3/3/14,486799752,3/20/14,3719,152.58,97.44
Central America and the Caribbean,Trinidad and Tobago,Snacks,Online,L,10/28/11,840621745,11/11/11,7510,152.58,97.44
Europe,Switzerland,Snacks,Online,L,6/8/14,115545117,7/3/14,1223,152.58,97.44
Sub-Saharan Africa,Comoros,Beverages,Online,M,4/23/15,249118697,4/26/15,8613,47.45,31.79
Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Offline,L,5/21/16,999203813,6/5/16,5468,81.73,56.67
Asia,South Korea,Clothes,Offline,H,11/20/16,393974292,12/2/16,4603,109.28,35.84
Central America and the Caribbean,Honduras,Snacks,Online,M,2/4/17,581916463,2/15/17,868,152.58,97.44
Europe,Greece,Meat,Online,H,7/29/14,181829154,8/18/14,6142,421.89,364.69
Middle East and North Africa,Somalia,Baby Food,Offline,L,7/12/15,132823693,7/16/15,4337,255.28,159.42
Central America and the Caribbean,Belize,Snacks,Online,H,11/10/15,544323909,12/3/15,6396,152.58,97.44
Central America and the Caribbean,Barbados,Cosmetics,Offline,M,7/16/12,246066129,8/30/12,5290,437.2,263.33
Sub-Saharan Africa,Nigeria,Vegetables,Offline,C,12/20/14,838099181,1/17/15,1027,154.06,90.93
Sub-Saharan Africa,Swaziland,Fruits,Offline,H,11/19/10,840784394,1/3/11,5641,9.33,6.92
Central America and the Caribbean,Grenada,Cosmetics,Online,C,8/8/15,644795596,8/12/15,8201,437.2,263.33
Sub-Saharan Africa,The Gambia,Baby Food,Offline,L,3/16/15,261119115,4/16/15,9804,255.28,159.42
North America,Canada,Personal Care,Offline,H,10/11/15,671053779,11/16/15,8580,81.73,56.67
Australia and Oceania,Solomon Islands,Household,Offline,M,11/22/16,676210916,1/4/17,4692,668.27,502.54
Central America and the Caribbean,The Bahamas,Cereal,Offline,M,5/29/15,948514354,6/13/15,5330,205.7,117.11
Central America and the Caribbean,Guatemala,Meat,Online,C,10/21/16,880200421,11/20/16,9720,421.89,364.69
Sub-Saharan Africa,Senegal,Office Supplies,Online,H,4/16/16,833817946,4/16/16,4114,651.21,524.96
Australia and Oceania,Fiji,Vegetables,Online,H,2/14/10,792228257,2/20/10,6801,154.06,90.93
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,L,7/24/14,808605182,8/5/14,3097,109.28,35.84
Europe,Ukraine,Beverages,Offline,H,8/20/16,556435048,10/7/16,351,47.45,31.79
Middle East and North Africa,Oman,Cosmetics,Online,C,10/21/15,679516685,11/21/15,2942,437.2,263.33
Middle East and North Africa,Afghanistan,Personal Care,Offline,L,8/2/12,541961419,9/14/12,7282,81.73,56.67
